0.30363,0.25011,9.5201e+06,1.6778,0.020217,0.28634,0.57624,0.3152,1.528,0.66853,0.10002,0.34324,0.26825,0.32353,3.8062,0.32157,5000,490.35,16342,1753.9,1356.1,11068,14345
0.056486,0.001567,4.0134e+06,0.85934,0.031188,0.56915,0.89974,0.3001,1.5034,0.2787,0.28809,0.69994,0.96835,0.99995,6.6679,0.68377,2542.9,1537,3200.8,2045.6,1025.5,6371.2,14445
0.051195,0.00043921,4.1141e+06,1.4455,0.015952,0.76375,0.17578,0.302,1.5048,0.20215,0.10871,0.30012,0.97573,0.99849,3.4536,0.0030925,3042.6,2410.5,11432,2697,804.74,12959,14551
0.059301,0.0044174,5.9943e+06,1.6604,0.018295,0.45628,0.19798,0.30177,1.5067,0.23723,0.1,0.69999,6.2367e-06,0.86445,6.6791,0.63118,3906.1,4999.9,12226,3407.9,50.599,9960.1,15094
0.1084,0.054217,1.872e+07,1.3998,0.016037,0.22975,0.71495,0.30004,1.5003,0.89663,0.11316,0.68318,0.13118,0.97519,6.5703,0.018208,3581.4,4999.8,10678,1946.7,1234.7,19811,15192
0.065842,0.015595,7.3488e+06,1.2576,0.026863,0.2217,0.89999,0.30004,1.5021,0.88327,0.1,0.69072,0.15255,0.30275,6.6227,0.00079976,1735.5,4913,18780,3976.1,2103.7,18933,15193
0.27125,0.21919,9.719e+06,1.1387,0.019148,0.41169,0.89999,0.30001,1.5029,0.24677,0.28666,0.30001,0.52826,0.52829,3.4555,0.92882,4995.7,762.99,5735.4,2571.5,0.72674,15389,15291
0.051589,0.00086019,5.8663e+06,1.6586,0.028227,0.19562,0.89991,0.48352,1.8093,0.16071,0.11775,0.69999,0.22722,0.4203,6.6901,0.78443,3888.6,2808.9,792.83,3510.9,654.02,17034,15408
0.056862,1.3709e-05,1.0723e+07,1.5924,0.024741,0.17778,0.75639,0.30011,1.5036,0.1316,0.14309,0.30015,0.99953,0.99974,3.4578,0.049364,2565,3478.1,2655.7,3297.1,5000,11402,15462
0.048282,0.00035742,2.9667e+06,1.9852,0.01855,0.52436,0.19995,0.36688,1.6141,0.11268,0.13117,0.45975,0.99892,0.99925,4.7548,0.13414,1373,255.05,5307.3,40.874,2011.9,12490,15570
0.99999,0.95648,1.1989e+07,4.4783,0.021722,0.10831,0.64175,0.68934,2.1533,0.53773,0.11524,0.69999,0.085402,0.086415,6.6654,0.31808,4616.2,4842.5,18195,1033.4,4936.4,14945,15574
0.047817,0.00054673,3.8211e+06,0.72463,0.022368,0.81965,0.75847,0.3,1.5016,0.1936,0.47008,0.47964,0.9725,0.9725,4.9086,0.31888,3354.8,1418.5,12879,1734.1,1636.4,17014,15699
0.47206,0.42164,1.0619e+07,1.8877,0.015941,0.36154,0.43879,0.3,1.5027,0.65227,0.1,0.46199,0.15034,0.15034,4.7666,0.98595,2350.8,3706.9,9953.3,3604.4,4876.9,9619.8,15774
0.30008,0.25267,1.1427e+07,3.6209,0.014369,0.18864,0.2439,0.45025,1.755,0.22968,0.18134,0.69378,0.3256,0.38278,6.6364,4.3904e-06,2224.4,4614.4,497.98,2088.4,2295.9,13450,15914
0.19086,0.14089,8.8376e+06,1.1664,0.016028,0.54976,0.52916,0.32254,1.5405,0.19112,0.7587,0.41697,0.9846,0.98509,4.4137,0.069522,3997.1,716.94,10882,1451.2,4.0707,15715,15992
0.059861,0.00039665,8.5775e+06,1.524,0.02432,0.29263,0.50208,0.69999,2.1678,0.10888,0.16079,0.43615,0.9998,0.9998,4.5441,0.64278,4999.7,3504.5,20000,2.2737,351.95,11088,16125
0.050682,2.6573e-07,2.5002e+06,1.9343,0.049411,0.19622,0.70874,0.3,1.5021,0.29125,0.10001,0.69994,0.75769,0.99883,6.6879,5.6866e-05,526.12,254.44,1534,2568.7,2826,6831.5,16385
0.54653,0.48786,3.2405e+07,2.2989,0.018873,0.11351,0.89998,0.30001,1.4929,0.17563,0.28138,0.37505,0.44537,0.44583,4.0694,0.69903,4726.7,4999.8,19018,2346.4,1637.3,15339,16446
0.064253,0.015093,1.7536e+06,2.5468,0.079188,0.12139,0.30925,0.30246,1.5055,0.17742,0.1,0.69998,0.99999,0.99999,6.6963,0.13613,4724,3319.5,16119,106.34,676.17,5878.5,16606
0.060482,1.3005e-05,1.7781e+07,2.2652,0.018728,0.14297,0.5663,0.69978,2.1424,0.1,0.1,0.7,0.34651,0.79049,6.6814,0.86302,2242.2,4499.7,12410,4971.2,1367.1,11480,16682
0.048334,5.859e-06,1.0145e+06,1.2701,0.071177,0.44683,0.30563,0.30011,1.5011,0.34525,0.10001,0.69996,0.96192,0.99983,6.7062,0.57751,1851.4,1916.1,15956,3400.4,250.71,4143.2,16695
0.048334,5.859e-06,1.0145e+06,1.2701,0.071177,0.44683,0.30563,0.30011,1.5011,0.34525,0.10001,0.69996,0.96192,0.99983,6.7062,0.57751,1851.4,1916.1,15956,3400.4,250.71,4143.2,16695
0.053554,0.001985,7.9779e+06,1.1322,0.01407,0.70259,0.41231,0.50233,1.7979,0.84664,0.1,0.7,0.07265,0.47459,6.664,0.11457,873.36,2652.6,10028,1054.3,2644.4,17903,16717
0.69851,0.64144,1.3702e+07,2.4087,0.022648,0.18826,0.68029,0.38245,1.6407,0.13296,0.52544,0.3,0.99995,1,3.4498,0.26361,4182.9,2183.5,16838,2.7962,123.65,17455,16787
0.058744,5.4433e-07,1.0811e+07,0.92768,0.017643,0.60251,0.51879,0.30001,1.5033,0.88865,0.10088,0.46313,0.35908,0.43025,4.7786,0.0087861,1366.1,1912.6,8068.7,2519.7,249.23,13228,16838
